Match,TeamInnings,BattingPosition,BatsmenName,RunsScored,BallsFaced,4s,6s,StrikeRate,NotOut,MatchID
Australia vs Netherlands,Australia,5,Josh Inglis,14,12,1,1,116.66 ,0,ODI # 4681
Australia vs Netherlands,Australia,6,Glenn Maxwell,106,44,9,8,240.90 ,0,ODI # 4681
Australia vs Netherlands,Australia,7,Cameron Green,8,11,1,0,72.72 ,0,ODI # 4681
Australia vs Netherlands,Australia,8,Pat Cummins,12,9,2,0,133.33 ,1,ODI # 4681
Australia vs Netherlands,Australia,9,Mitchell Starc,0,1,0,0,0.00 ,0,ODI # 4681
Australia vs Netherlands,Australia,10,Adam Zampa,1,1,0,0,100.00 ,1,ODI # 4681
Australia vs Netherlands,Netherlands,1,Vikramjit Singh,25,25,6,0,100.00 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,2,Max O'Dowd,6,9,1,0,66.66 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,3,Colin Ackermann,10,11,2,0,90.90 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,4,Sybrand Engelbrecht,11,21,1,0,52.38 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,5,Bas de Leede,4,7,1,0,57.14 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,6,Scott Edwards,12,22,0,0,54.54 ,1,ODI # 4681
Australia vs Netherlands,Netherlands,7,Teja Nidamanuru,14,18,2,0,77.77 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,8,Logan van Beek,0,3,0,0,0.00 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,9,Roelof van der Merwe,0,1,0,0,0.00 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,10,Aryan Dutt,1,8,0,0,12.50 ,0,ODI # 4681
Australia vs Netherlands,Netherlands,11,Paul van Meekeren,0,1,0,0,0.00 ,0,ODI # 4681
England vs Sri Lanka,England,1,Jonny Bairstow,30,31,3,0,96.77 ,0,ODI # 4682
England vs Sri Lanka,England,2,Dawid Malan,28,25,6,0,112.00 ,0,ODI # 4682
England vs Sri Lanka,England,3,Joe Root,3,10,0,0,30.00 ,0,ODI # 4682
England vs Sri Lanka,England,4,Ben Stokes,43,73,6,0,58.90 ,0,ODI # 4682
England vs Sri Lanka,England,5,Jos Buttler,8,6,1,0,133.33 ,0,ODI # 4682
England vs Sri Lanka,England,6,Liam Livingstone,1,6,0,0,16.66 ,0,ODI # 4682
England vs Sri Lanka,England,7,Moeen Ali,15,15,1,0,100.00 ,0,ODI # 4682
England vs Sri Lanka,England,8,Chris Woakes,0,4,0,0,0.00 ,0,ODI # 4682
England vs Sri Lanka,England,9,David Willey,14,17,1,1,82.35 ,1,ODI # 4682
England vs Sri Lanka,England,10,Adil Rashid,2,7,0,0,28.57 ,0,ODI # 4682
England vs Sri Lanka,England,11,Mark Wood,5,6,1,0,83.33 ,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,77,83,7,2,92.77 ,1,ODI # 4682
England vs Sri Lanka,Sri Lanka,2,Kusal Perera,4,5,1,0,80.00 ,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,3,Kusal Mendis,11,12,2,0,91.66 ,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,65,54,7,1,120.37 ,1,ODI # 4682
Pakistan vs South Africa,Pakistan,1,Abdullah Shafique,9,17,1,0,52.94 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,2,ImamNaNulNaNHaq,12,18,2,0,66.66 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,3,Babar Azam,50,65,4,1,76.92 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,4,Mohammad Rizwan,31,27,4,1,114.81 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,5,Iftikhar Ahmed,21,31,1,1,67.74 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,6,Saud Shakeel,52,52,7,0,100.00 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,7,Shadab Khan,43,36,3,2,119.44 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,8,Mohammad Nawaz,24,24,1,2,100.00 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,9,Shaheen Shah Afridi,2,4,0,0,50.00 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,10,Mohammad Wasim,7,9,0,1,77.77 ,0,ODI # 4683
Pakistan vs South Africa,Pakistan,11,Haris Rauf,0,1,0,0,0.00 ,1,ODI # 4683
Pakistan vs South Africa,South Africa,1,Temba Bavuma,28,27,4,1,103.70 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,2,Quinton de Kock,24,14,5,0,171.42 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,3,Rassie van der Dussen,21,39,0,0,53.84 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,4,Aiden Markram,91,93,7,3,97.84 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,5,Heinrich Klaasen,12,10,0,1,120.00 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,6,David Miller,29,33,2,2,87.87 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,7,Marco Jansen,20,14,2,1,142.85 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,8,Gerald Coetzee,10,13,0,0,76.92 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,9,Keshav Maharaj,7,21,1,0,33.33 ,1,ODI # 4683
Pakistan vs South Africa,South Africa,10,Lungi Ngidi,4,14,0,0,28.57 ,0,ODI # 4683
Pakistan vs South Africa,South Africa,11,Tabraiz Shamsi,4,6,0,0,66.66 ,1,ODI # 4683
Australia vs New Zealand,Australia,1,David Warner,81,65,5,6,124.61 ,0,ODI # 4684
Australia vs New Zealand,Australia,2,Travis Head,109,67,10,7,162.68 ,0,ODI # 4684
Australia vs New Zealand,Australia,3,Mitchell Marsh,36,51,2,0,70.58 ,0,ODI # 4684
Australia vs New Zealand,Australia,4,Steven Smith,18,17,2,0,105.88 ,0,ODI # 4684
Australia vs New Zealand,Australia,5,Marnus Labuschagne,18,26,2,0,69.23 ,0,ODI # 4684
Australia vs New Zealand,Australia,6,Glenn Maxwell,41,24,5,2,170.83 ,0,ODI # 4684
Australia vs New Zealand,Australia,7,Josh Inglis,38,28,4,1,135.71 ,0,ODI # 4684
Australia vs New Zealand,Australia,8,Pat Cummins,37,14,2,4,264.28 ,0,ODI # 4684
Australia vs New Zealand,Australia,9,Mitchell Starc,1,3,0,0,33.33 ,0,ODI # 4684
Australia vs New Zealand,Australia,10,Adam Zampa,0,3,0,0,0.00 ,0,ODI # 4684
Australia vs New Zealand,Australia,11,Josh Hazlewood,0,0,0,0,NaN,1,ODI # 4684
Australia vs New Zealand,New Zealand,1,Devon Conway,28,17,6,0,164.70 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,2,Will Young,32,37,4,1,86.48 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,3,Rachin Ravindra,116,89,9,5,130.33 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,4,Daryl Mitchell,54,51,6,1,105.88 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,5,Tom Latham,21,22,2,0,95.45 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,6,Glenn Phillips,12,16,1,0,75.00 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,7,James Neesham,58,39,3,3,148.71 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,8,Mitchell Santner,17,12,1,1,141.66 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,9,Matt Henry,9,8,1,0,112.50 ,0,ODI # 4684
Australia vs New Zealand,New Zealand,10,Trent Boult,10,8,0,1,125.00 ,1,ODI # 4684
Australia vs New Zealand,New Zealand,11,Lockie Ferguson,0,1,0,0,0.00 ,1,ODI # 4684
Bangladesh vs Netherlands,Netherlands,1,Vikramjit Singh,3,9,0,0,33.33 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,2,Max O'Dowd,0,3,0,0,0.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,3,Wesley Barresi,41,41,8,0,100.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,4,Colin Ackermann,15,33,1,0,45.45 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,5,Scott Edwards,68,89,6,0,76.40 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,6,Bas de Leede,17,32,2,0,53.12 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,7,Sybrand Engelbrecht,35,61,3,0,57.37 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,8,Logan van Beek,23,16,2,1,143.75 ,1,ODI # 4685
Bangladesh vs Netherlands,Netherlands,9,Shariz Ahmad,6,8,0,0,75.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,10,Aryan Dutt,9,6,0,1,150.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,11,Paul van Meekeren,0,2,0,0,0.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,1,Litton Das,3,12,0,0,25.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,2,Tanzid Hasan,15,16,3,0,93.75 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,3,Mehidy Hasan Miraz,35,40,5,1,87.50 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,4,Najmul Hossain Shanto,9,18,2,0,50.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,5,Shakib Al Hasan,5,14,0,0,35.71 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,6,Mushfiqur Rahim,1,5,0,0,20.00 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,7,Mahmudullah,20,41,2,0,48.78 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,8,Mahedi Hasan,17,38,1,0,44.73 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,9,Taskin Ahmed,11,35,1,0,31.42 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,10,Mustafizur Rahman,20,35,2,1,57.14 ,0,ODI # 4685
Bangladesh vs Netherlands,Bangladesh,11,Shoriful Islam,0,0,0,0,NaN,1,ODI # 4685
India vs England,India,1,Rohit Sharma,87,101,10,3,86.13 ,0,ODI # 4686
India vs England,India,2,Shubman Gill,9,13,1,0,69.23 ,0,ODI # 4686
India vs England,India,3,Virat Kohli,0,9,0,0,0.00 ,0,ODI # 4686
India vs England,India,4,Shreyas Iyer,4,16,0,0,25.00 ,0,ODI # 4686
India vs England,India,5,KL Rahul,39,58,3,0,67.24 ,0,ODI # 4686
India vs England,India,6,Suryakumar Yadav,49,47,4,1,104.25 ,0,ODI # 4686
India vs England,India,7,Ravindra Jadeja,8,13,0,0,61.53 ,0,ODI # 4686
India vs England,India,8,Mohammed Shami,1,5,0,0,20.00 ,0,ODI # 4686
India vs England,India,9,Jasprit Bumrah,16,25,1,0,64.00 ,0,ODI # 4686
India vs England,India,10,Kuldeep Yadav,9,13,1,0,69.23 ,1,ODI # 4686
India vs England,England,1,Jonny Bairstow,14,23,2,0,60.86 ,0,ODI # 4686
India vs England,England,2,Dawid Malan,16,17,2,1,94.11 ,0,ODI # 4686
India vs England,England,3,Joe Root,0,1,0,0,0.00 ,0,ODI # 4686
India vs England,England,4,Ben Stokes,0,10,0,0,0.00 ,0,ODI # 4686
India vs England,England,5,Jos Buttler,10,23,1,0,43.47 ,0,ODI # 4686
India vs England,England,6,Moeen Ali,15,31,0,0,48.38 ,0,ODI # 4686
India vs England,England,7,Liam Livingstone,27,46,2,0,58.69 ,0,ODI # 4686
India vs England,England,8,Chris Woakes,10,20,1,0,50.00 ,0,ODI # 4686
India vs England,England,9,David Willey,16,17,0,2,94.11 ,1,ODI # 4686
India vs England,England,10,Adil Rashid,13,20,2,0,65.00 ,0,ODI # 4686
India vs England,England,11,Mark Wood,0,1,0,0,0.00 ,0,ODI # 4686
Afghanistan vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,46,60,5,0,76.66 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,2,Dimuth Karunaratne,15,21,1,0,71.42 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,3,Kusal Mendis (c)†,39,50,3,0,78.00 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,36,40,3,0,90.00 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,5,Charith Asalanka,22,28,2,0,78.57 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva,14,26,1,0,53.84 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,7,Angelo Mathews,23,26,1,1,88.46 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,8,Dushmantha Chameera,1,4,0,0,25.00 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,29,31,3,1,93.54 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,5,7,0,0,71.42 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,0,4,0,0,0.00 ,1,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,1,Rahmanullah Gurbaz,0,4,0,0,0.00 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,2,Ibrahim Zadran,39,57,4,1,68.42 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,3,Rahmat Shah,62,74,7,0,83.78 ,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,4,Hashmatullah Shahidi,58,74,2,1,78.37 ,1,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,5,Azmatullah Omarzai,73,63,6,3,115.87 ,1,ODI # 4687
Bangladesh vs Pakistan,Bangladesh,1,Tanzid Hasan,0,5,0,0,0.00 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,2,Litton Das,45,64,6,0,70.31 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,3,Najmul Hossain Shanto,4,3,1,0,133.33 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,4,Mushfiqur Rahim,5,8,1,0,62.50 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,5,Mahmudullah,56,70,6,1,80.00 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,6,Shakib Al Hasan,43,64,4,0,67.18 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,7,Towhid Hridoy,7,3,0,1,233.33 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,8,Mehidy Hasan Miraz,25,30,1,1,83.33 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,9,Taskin Ahmed,6,13,0,0,46.15 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,10,Mustafizur Rahman,3,7,0,0,42.85 ,0,ODI # 4688
Bangladesh vs Pakistan,Bangladesh,11,Shoriful Islam,1,4,0,0,25.00 ,1,ODI # 4688
Bangladesh vs Pakistan,Pakistan,1,Abdullah Shafique,68,69,9,2,98.55 ,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,2,Fakhar Zaman,81,74,3,7,109.45 ,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,3,Babar Azam,9,16,1,0,56.25 ,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,4,Mohammad Rizwan,26,21,4,0,123.80 ,1,ODI # 4688
Bangladesh vs Pakistan,Pakistan,5,Iftikhar Ahmed,17,15,2,0,113.33 ,1,ODI # 4688
New Zealand vs South Africa,South Africa,1,Quinton de Kock,114,116,10,3,98.27 ,0,ODI # 4689
New Zealand vs South Africa,South Africa,2,Temba Bavuma,24,28,4,1,85.71 ,0,ODI # 4689
New Zealand vs South Africa,South Africa,3,Rassie van der Dussen,133,118,9,5,112.71 ,0,ODI # 4689
New Zealand vs South Africa,South Africa,4,David Miller,53,30,2,4,176.66 ,0,ODI # 4689
New Zealand vs South Africa,South Africa,5,Heinrich Klaasen,15,7,1,1,214.28 ,1,ODI # 4689
New Zealand vs South Africa,South Africa,6,Aiden Markram,6,1,0,1,600.00 ,1,ODI # 4689
New Zealand vs South Africa,New Zealand,1,Devon Conway,2,6,0,0,33.33 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,2,Will Young,33,37,5,0,89.18 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,3,Rachin Ravindra,9,16,1,0,56.25 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,4,Daryl Mitchell,24,30,4,0,80.00 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,5,Tom Latham,4,15,0,0,26.66 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,6,Glenn Phillips,60,50,4,4,120.00 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,7,Mitchell Santner,7,18,1,0,38.88 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,8,Tim Southee,7,11,1,0,63.63 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,9,James Neesham,0,8,0,0,0.00 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,10,Trent Boult,9,14,1,0,64.28 ,0,ODI # 4689
New Zealand vs South Africa,New Zealand,11,Matt Henry,0,9,0,0,0.00 ,1,ODI # 4689
India vs Sri Lanka,India,1,Rohit Sharma,4,2,1,0,200.00 ,0,ODI # 4690
India vs Sri Lanka,India,2,Shubman Gill,92,92,11,2,100.00 ,0,ODI # 4690
India vs Sri Lanka,India,3,Virat Kohli,88,94,11,0,93.61 ,0,ODI # 4690
India vs Sri Lanka,India,4,Shreyas Iyer,82,56,3,6,146.42 ,0,ODI # 4690
India vs Sri Lanka,India,5,KL Rahul,21,19,2,0,110.52 ,0,ODI # 4690
India vs Sri Lanka,India,6,Suryakumar Yadav,12,9,2,0,133.33 ,0,ODI # 4690
India vs Sri Lanka,India,7,Ravindra Jadeja,35,24,1,1,145.83 ,0,ODI # 4690
India vs Sri Lanka,India,8,Mohammed Shami,2,4,0,0,50.00 ,0,ODI # 4690
India vs Sri Lanka,India,9,Jasprit Bumrah,1,1,0,0,100.00 ,1,ODI # 4690
India vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,0,1,0,0,0.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,2,Dimuth Karunaratne,0,1,0,0,0.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,3,Kusal Mendis,1,10,0,0,10.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,0,4,0,0,0.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,5,Charith Asalanka,1,24,0,0,4.16 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,6,Angelo Mathews,12,25,1,0,48.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,7,Dushan Hemantha,0,1,0,0,0.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,8,Dushmantha Chameera,0,6,0,0,0.00 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,12,23,2,0,52.17 ,1,ODI # 4690
India vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,14,17,2,0,82.35 ,0,ODI # 4690
India vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,5,6,1,0,83.33 ,0,ODI # 4690
Afghanistan vs Netherlands,Netherlands,1,Wesley Barresi,1,4,0,0,25.00 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,2,Max O'Dowd,42,40,9,0,105.00 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,3,Colin Ackermann,29,35,4,0,82.85 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,4,Sybrand Engelbrecht,58,86,6,0,67.44 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,5,Scott Edwards,0,1,0,0,0.00 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,6,Bas de Leede,3,6,0,0,50.00 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,7,Saqib Zulfiqar,3,15,0,0,20.00 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,8,Logan van Beek,2,13,0,0,15.38 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,9,Roelof van der Merwe,11,33,0,0,33.33 ,0,ODI # 4691
Afghanistan vs Netherlands,Netherlands,10,Aryan Dutt,10,22,0,0,45.45 ,1,ODI # 4691
Afghanistan vs Netherlands,Netherlands,11,Paul van Meekeren,4,24,0,0,16.66 ,0,ODI # 4691
Afghanistan vs Netherlands,Afghanistan,1,Rahmanullah Gurbaz,10,11,2,0,90.90 ,0,ODI # 4691
Afghanistan vs Netherlands,Afghanistan,2,Ibrahim Zadran,20,34,2,0,58.82 ,0,ODI # 4691
Afghanistan vs Netherlands,Afghanistan,3,Rahmat Shah,52,54,8,0,96.29 ,0,ODI # 4691
Afghanistan vs Netherlands,Afghanistan,4,Hashmatullah Shahidi,56,64,6,0,87.50 ,1,ODI # 4691
Afghanistan vs Netherlands,Afghanistan,5,Azmatullah Omarzai,31,28,3,0,110.71 ,1,ODI # 4691
New Zealand vs Pakistan,New Zealand,1,Devon Conway,35,39,6,0,89.74 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,2,Rachin Ravindra,108,94,15,1,114.89 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,3,Kane Williamson,95,79,10,2,120.25 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,4,Daryl Mitchell,29,18,4,1,161.11 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,5,Mark Chapman,39,27,7,0,144.44 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,6,Glenn Phillips,41,25,4,2,164.00 ,0,ODI # 4692
New Zealand vs Pakistan,New Zealand,7,Mitchell Santner,26,17,0,2,152.94 ,1,ODI # 4692
New Zealand vs Pakistan,New Zealand,8,Tom Latham,2,2,0,0,100.00 ,1,ODI # 4692
New Zealand vs Pakistan,Pakistan,1,Abdullah Shafique,4,9,1,0,44.44 ,0,ODI # 4692
New Zealand vs Pakistan,Pakistan,2,Fakhar Zaman,126,81,8,11,155.55 ,1,ODI # 4692
New Zealand vs Pakistan,Pakistan,3,Babar Azam,66,63,6,2,104.76 ,1,ODI # 4692
Australia vs England,Australia,1,Travis Head,11,10,1,0,110.00 ,0,ODI # 4693
Australia vs England,Australia,2,David Warner,15,16,1,1,93.75 ,0,ODI # 4693
Australia vs England,Australia,3,Steven Smith,44,52,3,0,84.61 ,0,ODI # 4693
Australia vs England,Australia,4,Marnus Labuschagne,71,83,7,0,85.54 ,0,ODI # 4693
Australia vs England,Australia,5,Josh Inglis,3,6,0,0,50.00 ,0,ODI # 4693
Australia vs England,Australia,6,Cameron Green,47,52,5,0,90.38 ,0,ODI # 4693
Australia vs England,Australia,7,Marcus Stoinis,35,32,3,2,109.37 ,0,ODI # 4693
Australia vs England,Australia,8,Pat Cummins,10,13,1,0,76.92 ,0,ODI # 4693
Australia vs England,Australia,9,Mitchell Starc,10,13,0,0,76.92 ,0,ODI # 4693
Australia vs England,Australia,10,Adam Zampa,29,19,4,0,152.63 ,0,ODI # 4693
Australia vs England,Australia,11,Josh Hazlewood,1,1,0,0,100.00 ,1,ODI # 4693
Australia vs England,England,1,Jonny Bairstow,0,1,0,0,0.00 ,0,ODI # 4693
Australia vs England,England,2,Dawid Malan,50,64,4,1,78.12 ,0,ODI # 4693
Australia vs England,England,3,Joe Root,13,17,2,0,76.47 ,0,ODI # 4693
Australia vs England,England,4,Ben Stokes,64,90,2,3,71.11 ,0,ODI # 4693
Australia vs England,England,5,Jos Buttler,1,7,0,0,14.28 ,0,ODI # 4693
Australia vs England,England,6,Moeen Ali,42,43,6,0,97.67 ,0,ODI # 4693
Australia vs England,England,7,Liam Livingstone,2,5,0,0,40.00 ,0,ODI # 4693
Australia vs England,England,8,Chris Woakes,32,33,4,1,96.96 ,0,ODI # 4693
Australia vs England,England,9,David Willey,15,14,3,0,107.14 ,0,ODI # 4693
Australia vs England,England,10,Adil Rashid,20,15,1,1,133.33 ,0,ODI # 4693
Australia vs England,England,11,Mark Wood,0,0,0,0,NaN,1,ODI # 4693
India vs South Africa,India,1,Rohit Sharma,40,24,6,2,166.66 ,0,ODI # 4694
India vs South Africa,India,2,Shubman Gill,23,24,4,1,95.83 ,0,ODI # 4694
India vs South Africa,India,3,Virat Kohli,101,121,10,0,83.47 ,1,ODI # 4694
India vs South Africa,India,4,Shreyas Iyer,77,87,7,2,88.50 ,0,ODI # 4694
India vs South Africa,India,5,KL Rahul,8,17,0,0,47.05 ,0,ODI # 4694
India vs South Africa,India,6,Suryakumar Yadav,22,14,5,0,157.14 ,0,ODI # 4694
India vs South Africa,India,7,Ravindra Jadeja,29,15,3,1,193.33 ,1,ODI # 4694
India vs South Africa,South Africa,1,Quinton de Kock,5,10,1,0,50.00 ,0,ODI # 4694
India vs South Africa,South Africa,2,Temba Bavuma,11,19,1,0,57.89 ,0,ODI # 4694
India vs South Africa,South Africa,3,Rassie van der Dussen,13,32,1,0,40.62 ,0,ODI # 4694
India vs South Africa,South Africa,4,Aiden Markram,9,6,2,0,150.00 ,0,ODI # 4694
India vs South Africa,South Africa,5,Heinrich Klaasen,1,11,0,0,9.09 ,0,ODI # 4694
India vs South Africa,South Africa,6,David Miller,11,11,2,0,100.00 ,0,ODI # 4694
India vs South Africa,South Africa,7,Marco Jansen,14,30,1,0,46.66 ,0,ODI # 4694
India vs South Africa,South Africa,8,Keshav Maharaj,7,11,1,0,63.63 ,0,ODI # 4694
India vs South Africa,South Africa,9,Kagiso Rabada,6,26,0,0,23.07 ,0,ODI # 4694
India vs South Africa,South Africa,10,Lungi Ngidi,0,3,0,0,0.00 ,0,ODI # 4694
India vs South Africa,South Africa,11,Tabraiz Shamsi,4,4,1,0,100.00 ,1,ODI # 4694
Bangladesh vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,41,36,8,0,113.88 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,2,Kusal Perera,4,5,1,0,80.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,3,Kusal Mendis,19,30,1,1,63.33 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,4,Sadeera Samarawickrama,41,42,4,0,97.61 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,5,Charith Asalanka,108,105,6,5,102.85 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,6,Angelo Mathews,0,0,0,0,NaN,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,7,Dhananjaya de Silva,34,36,4,1,94.44 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,8,Maheesh Theekshana,21,31,3,0,67.74 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,9,Dushmantha Chameera,4,9,0,0,44.44 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,0,2,0,0,0.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,0,1,0,0,0.00 ,1,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,1,Tanzid Hasan,9,5,2,0,180.00 ,0,ODI # 4695
Bangladesh vs Sri Lanka,Bangladesh,2,Litton Das,23,22,2,2,104.54 ,0,ODI # 4695
